Lag_s,Correlation_U_P1_P2
2.73333333333333,-0.0253794167231267
2.76666666666667,-0.023349915644982
2.8,-0.0215270721519363
2.83333333333333,-0.0227604562603941
2.86666666666667,-0.0149139475120117
2.9,-0.0100818366797186
2.93333333333333,-0.00804535479231578
2.96666666666667,-0.0088048448973193
3,0.000551487370424009
3.03333333333333,0.0155414604581876
3.06666666666667,0.0223513967483192
3.1,0.00304085189748053
3.13333333333333,-0.00908617189382713
3.16666666666667,-0.00903021798250461
3.2,-0.00494357985259957
3.23333333333333,-0.0129007085308618
3.26666666666667,-0.0166574988083471
3.3,-0.0260334430411841
3.33333333333333,-0.0275157501697681
3.36666666666667,-0.0292090341304435
3.4,-0.0336325470951619
3.43333333333333,-0.0345818309005061
3.46666666666667,-0.0336181553605708
3.5,-0.0372530262987576
3.53333333333333,-0.0332065905949833
3.56666666666667,-0.030683636051761
3.6,-0.0301802686736363
3.63333333333333,-0.0331678480934975
3.66666666666667,-0.0349291856615125
3.7,-0.0288410059260916
3.73333333333333,-0.0231518317910523
3.76666666666667,-0.0230361799131924
3.8,-0.0261419021515948
3.83333333333333,-0.0295278813866999
3.86666666666667,-0.0220964900620203
3.9,-0.0231195951900869
3.93333333333333,-0.03328526567301
3.96666666666667,-0.0352906573181275
4,-0.0280565536134711
4.03333333333333,-0.0311088730529609
4.06666666666667,-0.0461108162843798
4.1,-0.0469566777612863
4.13333333333333,-0.0632818688180856
4.16666666666667,-0.105592048839343
4.2,-0.14751712786486
4.23333333333333,-0.130871334863285
4.26666666666667,-0.116592104895642
4.3,-0.0479500110710022
4.33333333333333,0.0159079326494533
4.36666666666667,0.0608930561601182
4.4,0.0957576842657032
4.43333333333333,0.190386653307044
4.46666666666667,0.20772739600904
4.5,0.125924064411106
4.53333333333333,0.143869022775876
4.56666666666667,0.218843659439616
4.6,0.176810845822109
4.63333333333333,0.0734011203635573
4.66666666666667,0.0334345292081861
4.7,0.0291329163548123
4.73333333333333,0.00307405932067654
4.76666666666667,-0.00612637677415652
4.8,-0.00833343898783972
4.83333333333333,-0.022730443856386
4.86666666666667,-0.0308051277903967
4.9,-0.0289351920926315
4.93333333333333,-0.0294417429338502
4.96666666666667,-0.0482990404718838
5,-0.044296178237614
5.03333333333333,-0.0140780494520596
5.06666666666667,0.000944624481774416
5.1,-0.021175514467454
5.13333333333333,-0.0485229561864086
5.16666666666667,-0.0277476865881159
5.2,0.0212699880864718
5.23333333333333,0.0295059827583269
5.26666666666667,-0.0256129692154156
5.3,0.0252644955789925
5.33333333333333,0.140221946772067
5.36666666666667,0.182965667828152
5.4,0.192709482263994
5.43333333333333,0.288752899308062
5.46666666666667,0.378727412823602
5.5,0.345077585124397
5.53333333333333,0.461950097080108
5.56666666666667,0.397682855596376
5.6,0.277590329626015
5.63333333333333,0.100905379609062
